GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
4343,4,25.0,24,500,96.6258,0.0007266983,0.0002053712,6,1.57977883096e-05,0.0001421801,0.0033175355,26.7368,56.781,5.1952,20,0.0010585,6,0.0,0.0
4740,4,20.0,20,300,135.4632,0.009309513,0.0002638324,4,1.88451680989e-05,0.0003203679,0.0035617368,43.5957,51.7672,4.3915,12,0.00065958,3,0.0,0.0
750,6,23.0,28,450,105.6042,0.00213162,0.0002927225,4,0.0009006845,0.0003227453,0.0041956887,28.8674,45.9678,4.3703,44,0.0010808,10,0.0001876426,0.00041281
6136,5,25.0,2,400,98.1156,0.0011170411,0.0002094452,7,0.000775723,0.0002559886,0.004219933,25.1197,51.1471,4.2059,26,0.0011326,8,0.0,0.0
305,6,20.0,28,1600,195.1986,0.0060119398,0.0003363323,5,6.30623055579e-05,0.0002942908,0.0039308837,30.9462,41.5829,7.6631,13,0.0014084,5,0.0,2.1021e-05
4735,6,18.0,28,700,177.2844,0.0040895959,0.0007879038,6,4.68990357558e-05,0.0002157356,0.0041740142,18.973,40.3236,7.0225,26,0.00062845,8,4.68990357558e-05,8.4418e-05
8785,3,18.0,8,150,101.073,0.0012720696,0.0004444581,1,0.0001379353,0.0003065228,0.0026054438,33.7988,75.4118,6.8882,11,0.00095022,7,0.0,0.0
5758,5,24.0,12,800,128.7654,0.0019685039,0.0005715011,8,6.35001270003e-05,0.0009101685,0.0035560071,43.4251,51.7857,6.1607,20,0.0026882,5,0.0,0.0
2722,2,18.0,20,180,91.8954,0.0010237295,7.87484250315e-05,0,2.62494750105e-05,0.00049874,0.0029399412,36.0721,58.4643,5.4554,14,0.00094498,5,0.0,0.0
8317,6,23.0,28,2000,106.5318,0.0028447336,0.0003926534,5,0.00016828,0.0004247067,0.0033415604,32.0673,66.283,5.4005,26,0.0010578,10,0.0002964934,0.00024841
8041,3,27.0,20,700,69.4854,0.0012412548,0.0003667344,3,9.87361769352e-05,0.0004936809,0.0023696682,54.9461,85.0714,5.119,15,0.00040905,7,0.0,1.4105e-05
796,6,23.0,28,1260,240.7638,0.0220201327,0.0004575612,5,8.57927247769e-05,0.0006291466,0.0040036605,33.2086,66.8857,5.7857,14,0.0029456,4,0.0,0.0
7166,4,27.0,6,300,59.064,0.0010599232,0.0002420297,4,5.0075112669e-05,0.0002003005,0.0033466867,67.26,67.8005,3.0,34,0.00061759,6,0.0,8.3459e-06
1463,7,17.0,56,1600,202.0026,0.0130699451,0.0008156282,4,0.0001492003,0.0003779741,0.006614546,20.0964,33.9368,3.7699,25,0.0011538,7,0.0,0.0
8813,4,19.0,30,1560,123.642,0.0017100977,0.000132329,0,3.05374592834e-05,0.0002951954,0.0038273616,42.4,59.0319,5.4867,30,0.0015879,7,0.0,0.0
5997,6,16.0,6,400,201.9108,0.0085543847,0.0005904797,7,6.05620155039e-05,0.000181686,0.0055717054,12.6649,31.8913,5.3913,18,0.0013021,5,0.0,0.0
2527,6,22.0,42,1460,134.2086,0.0039948615,0.0005953127,4,0.0002036596,0.0004386515,0.0034152149,36.6267,53.7248,6.3716,19,0.0020523,6,0.0,0.0
8798,4,22.0,10,750,82.5918,0.0030413625,0.0002488388,5,9.67706259677e-05,9.67706259677e-05,0.0031934307,44.313,63.7403,3.8312,16,0.0012995,4,0.0,0.0
5046,5,28.0,8,1000,116.6256,0.0029024934,0.0004391226,5,0.0,0.000278468,0.0038878417,38.4199,56.7273,5.2645,37,0.0012745,9,8.56824608003e-05,8.5682e-05
480,6,19.0,12,800,133.884,0.005592032,0.0003477632,7,6.9552637436e-05,5.56421099488e-05,0.0056754952,37.828,40.7059,3.3922,21,0.0011685,4,0.0,0.0
2343,3,18.0,10,500,104.1048,0.0025660742,0.0004291692,1,0.0,0.0001609384,0.0023783126,25.1774,72.1053,7.8083,19,0.00071528,6,0.0005901076,0.00094775
9081,5,19.0,16,700,90.8406,0.0015623027,0.0002051509,3,0.0001104659,0.0001735892,0.0027143037,49.5673,61.5116,5.8023,18,0.0011047,6,0.0,0.0
9158,3,26.0,8,400,59.3598,0.0017330078,0.000544971,2,0.0,0.0001525919,0.0025504643,48.1545,83.2991,3.8376,29,0.00083926,7,0.0,0.00025069
7313,4,23.0,2,150,133.3014,0.0019234057,0.0003419388,2,0.0,0.0002279592,0.0036330997,23.1181,49.051,6.0275,21,0.00095458,6,0.0,0.0
3884,6,21.0,20,5000,141.6486,0.0058946204,0.0006596868,3,0.0,0.0003298434,0.0042241233,21.6465,50.4786,4.9244,22,0.00061713,7,0.0,0.00022344
4737,4,18.0,8,100,56.286,0.0,7.60017024381e-05,3,0.0,0.0002584058,0.0025536572,51.6647,68.0952,4.1607,25,0.00047121,7,0.0,6.0801e-05
683,4,20.0,28,999,110.1012,0.0039685787,0.0004398167,6,2.04565911137e-05,0.000102283,0.0026491285,50.4496,67.444,7.1004,23,0.0015547,8,0.0,0.0
3761,4,21.0,12,300,69.5874,0.0012507445,0.0004913639,1,1.48898153663e-05,0.0003275759,0.0036777844,39.8049,60.1296,3.3077,17,0.00077427,7,0.0,0.0
5515,6,17.0,28,1344,183.2838,0.0095596756,0.000488847,0,0.0,0.0002715817,0.0047617323,26.7634,38.6008,5.2205,20,0.00063369,7,0.0,9.0527e-05
1375,3,16.0,24,730,101.6082,0.0068379035,0.0003384242,7,2.60326275599e-05,0.0003297466,0.0034189518,64.2239,66.3046,3.7234,32,0.00053801,5,0.0,0.0
3449,1,29.0,10,500,43.6686,0.0002128041,0.0001232024,6,0.0,0.0001008019,0.00208324,48.8,104.6237,4.0108,20,0.00033601,6,0.0,0.0
5831,3,17.0,28,200,91.6326,0.0036392212,9.1552734375e-05,2,0.0001983643,9.91821289062e-05,0.0032501221,41.6,66.9953,4.3216,23,0.0006485,6,0.0,0.0
7700,1,22.0,4,250,89.064,0.003072445,0.0005597572,5,2.48780973231e-05,4.97561946462e-05,0.0036943975,46.3784,58.8687,3.7306,24,0.0007339,6,0.0,0.00021146
3277,4,23.0,14,500,107.4156,0.0016212711,0.0003137944,1,0.0,0.0003765533,0.0041316263,34.8426,53.3468,4.6101,31,0.00091,8,6.27588803816e-05,6.2759e-05
8043,6,21.0,8,600,210.0804,0.011736949,0.0010154103,5,0.0001493251,0.0008362203,0.0041512364,18.8159,44.3597,6.8957,20,0.0012394,7,0.0,0.0
3074,6,21.0,28,1155,149.2314,0.0080386882,0.0002989154,7,0.0001921599,0.0003736442,0.0038752242,41.2376,51.9339,5.157,25,0.00097147,7,0.0,0.0
2228,2,22.0,10,80,51.1098,0.0010301765,9.44703363144e-05,5,1.34957623306e-05,0.0003104025,0.002442733,80.1993,93.5912,3.5746,35,0.00034189,6,0.0,0.0
1655,6,20.0,30,1500,89.358,0.0022064696,0.0004293131,4,9.98402555911e-06,0.0006389776,0.0034944089,38.0172,66.1943,4.2686,24,0.00081869,8,0.0,0.00014976
2735,4,20.0,12,750,71.7912,0.0015422002,0.0001635667,4,0.00010515,0.0002336667,0.002827367,48.5643,81.2397,4.2934,17,0.00065427,8,0.0,0.0
7347,6,21.0,42,1400,144.5412,0.0095811567,0.000427627,5,0.0001386898,0.0005316444,0.0040220055,34.2248,58.0575,4.2845,24,0.00088993,5,0.0,0.0
2670,6,20.0,24,900,156.5256,0.0059109532,0.0007404117,9,0.0001234019,0.0008638136,0.004948418,28.95,42.0948,5.4738,28,0.00069105,5,0.0005429686,0.0024434
3894,6,21.0,14,500,192.474,0.0070475902,0.0004294231,7,6.31504496312e-05,0.0018061029,0.0052667475,26.4712,37.7842,5.3165,35,0.0015282,6,0.0,0.0
144,6,18.0,70,2520,267.5586,0.0278149343,0.0007081596,10,0.0,0.0001278621,0.0056160988,34.6035,40.6025,4.1629,36,0.00085569,12,8.85199464946e-05,0.00019671
3360,2,41.0,8,250,54.2406,0.0026833388,0.0003813883,2,0.0,4.08630271331e-05,0.0026152337,68.0628,99.8333,2.9323,13,0.00044949,4,0.0,0.0
6942,5,23.0,12,800,109.4292,0.0031528949,0.0005323069,3,2.04733437065e-05,0.0002252068,0.0037875686,36.8478,52.7568,4.5243,12,0.00069609,6,0.0,4.0947e-05
4599,3,20.0,28,500,116.5722,0.0034547105,0.0004412951,2,0.0001386928,5.04337300787e-05,0.0029251563,34.2338,75.0517,6.5129,25,0.0013239,6,0.0,0.0
5393,4,18.0,6,600,114.0096,0.0017811172,0.0003143148,5,0.0,0.0009728791,0.0036071364,49.05,52.249,5.2407,24,0.0017212,6,0.0,0.0
8766,3,22.0,8,450,107.9598,0.0011511611,0.0004579888,4,0.0,0.0001856711,0.0033915928,36.6007,50.6569,5.8358,23,0.00071793,8,0.0,0.0
779,1,28.0,6,100,68.214,0.0012114596,0.0003461313,1,0.0,0.0003860695,0.0022897918,57.0526,84.0698,5.4767,17,0.00099846,6,0.0,0.0
5351,5,26.0,6,200,147.4176,0.0051085941,0.0002481317,7,0.0,0.0007443951,0.0047290986,28.9783,48.0,4.9228,31,0.001372,7,8.75758991126e-05,0.00010217
7608,5,16.0,2,500,137.5188,0.0038299071,0.0005350605,5,0.0,0.0007885103,0.0043086455,36.4852,55.4248,5.1699,22,0.0029428,7,0.0,0.0
2237,2,30.0,8,600,72.9954,0.0011263011,0.0003883797,5,0.0,0.0004919476,0.0035213091,46.0221,66.4706,3.625,27,0.00094506,7,0.0,0.00027187
7681,5,19.0,24,1500,90.435,0.001493111,0.0001773993,4,0.0,0.000694814,0.0038584353,35.5692,52.705,4.1303,23,0.00091656,9,0.0,0.00028088
1583,5,19.0,20,600,142.251,0.002955457,0.0004433186,7,0.0,0.000675533,0.0053198227,27.1093,39.2937,4.4266,32,0.0013722,8,0.0004855394,0.00041165
4094,6,23.0,14,1260,191.1366,0.0165595305,0.0006463108,6,0.000122275,0.0003493572,0.0038953326,29.4595,44.1076,5.0404,15,0.0009258,6,0.0,1.7468e-05
816,2,16.0,6,450,97.482,0.0049546279,0.0006896552,2,0.0,0.0002540835,0.0035117967,34.5803,69.5297,3.9225,19,0.00049909,6,0.0,0.00015426
5433,3,30.0,2,400,66.7578,0.0004692684,0.0001855247,4,5.45660904488e-05,9.82189628078e-05,0.0034922298,52.0,76.5875,3.4344,18,0.00043653,5,0.0,0.0
2943,5,17.0,20,750,117.6066,0.0027574029,0.0005433306,2,8.1499592502e-05,0.0010866612,0.002866069,25.7333,57.2322,7.327,24,0.0012632,6,0.0002716653,0.00014942
6998,4,25.0,4,300,104.6796,0.0019003378,0.0003770512,5,7.54102316602e-05,0.0002413127,0.0036800193,32.7243,55.7705,4.8811,17,0.0011312,7,0.0,0.00010557
6890,6,24.0,36,1100,120.63,0.0033344881,0.0004392368,2,0.0002783895,0.0006805078,0.0040397417,38.7546,53.8928,5.4441,35,0.0011321,10,0.0001361016,0.0023508
1207,4,16.0,2,7,111.3582,0.0048024973,0.000150078,0,6.00312162324e-05,0.0003601873,0.0025513267,64.2381,71.8118,6.2,17,0.0015308,4,0.0,0.0
3866,4,21.0,24,200,79.1232,0.0006792999,0.0004146376,5,0.0,1.76441527278e-05,0.0034317877,59.0412,57.2751,4.2776,26,0.00094396,8,0.000114687,0.00046757
900,2,22.0,30,700,82.9572,0.0037506467,0.000193999,1,0.0,0.0002263321,0.0006789964,45.8,93.7143,17.7619,6,0.00071133,4,0.0,0.0
6573,5,26.0,6,300,124.371,0.0031191669,0.0004093395,6,0.000196483,0.0005403281,0.0043144382,33.6958,52.6224,4.7666,27,0.0010152,9,0.0001473622,0.00052395
3243,2,32.0,28,110,58.8558,0.0013636364,0.0003074866,1,1.33689839572e-05,1.33689839572e-05,0.0024064171,50.1229,88.0222,4.0389,15,0.00044118,3,0.0,0.0
3710,1,16.0,16,420,40.1292,0.0001889865,0.0001308368,4,2.1806128976e-05,2.1806128976e-05,0.0016136535,129.9729,130.2523,4.7342,22,0.00027621,7,0.0001817177,5.0881e-05
3939,3,17.0,10,100,97.578,0.0009005581,0.000152207,0,0.0001648909,0.0001902588,0.0028411974,28.4843,63.125,6.0491,19,0.0012684,7,7.6103500761e-05,3.8052e-05
2813,3,18.0,6,200,52.9224,0.0008306305,0.0001384384,0,0.0,5.93307491496e-05,0.0024918915,46.4,71.9683,3.7302,12,0.00088996,5,0.0,0.0
8137,4,18.0,14,700,154.9362,0.0031373402,0.0008449903,6,0.0,2.50987216384e-05,0.0047101934,28.5196,46.6643,5.6021,30,0.00082826,8,0.0,5.8564e-05
3580,1,18.0,12,600,83.01,0.00040292,2.37011755783e-05,0,0.0,0.0003555176,0.0030337505,40.5039,72.0,5.0547,13,0.00061623,4,0.0,2.3701e-05
8673,5,23.0,16,300,130.5282,0.0024086088,0.0005438794,3,9.71213239579e-06,0.0002039548,0.0046326872,19.2353,43.9916,4.7966,24,0.0010489,7,9.71213239579e-05,8.7409e-05
8333,3,21.0,8,1000,98.9022,0.0006725946,0.0002279982,2,7.97993616051e-05,0.000125399,0.0029411765,35.3774,65.8295,6.3062,22,0.00087779,7,4.55996352029e-05,0.0001254
6872,4,19.0,28,850,89.3526,0.0001218205,0.0001218205,3,0.0,0.0001218205,0.0037277069,24.4474,61.4641,4.4379,8,0.00085274,3,0.0,0.0
6169,6,24.0,8,250,71.1426,0.002035002,0.0004070004,4,0.0001017501,0.0004070004,0.00246744,71.5,72.2887,4.299,16,0.0013736,4,0.0,0.0
4752,4,34.0,14,1000,76.0746,0.0022706464,9.15583226515e-05,1,0.0002655191,0.0001373375,0.0020325948,58.6968,97.9459,6.2838,26,0.001529,8,0.0,9.1558e-06
422,2,20.0,6,100,61.7502,0.001604413,0.0003605423,6,0.0,0.0003064609,0.001910874,72.4952,85.5472,5.3585,16,0.0010095,5,0.0,0.0
8993,2,16.0,48,400,57.051,0.000464104,0.0002560574,7,0.0,0.0002080466,0.0025845789,67.8137,93.6842,4.2012,29,0.00053612,7,0.0,9.6022e-05
9055,3,19.0,20,6000,102.0114,0.002045134,0.0003173484,5,4.40761636107e-05,0.0005553597,0.0030324401,62.5423,67.314,6.3605,24,0.0014104,6,0.0002380113,0.0019482
5283,3,17.0,12,640,116.6142,0.0043445879,0.0004137703,5,0.0,0.0005103167,0.0036687631,50.0981,65.2932,5.0451,19,0.0011999,7,5.51693699658e-05,6.8962e-05
3095,4,24.0,28,1000,132.9432,0.0053623053,0.0005129162,3,2.33143709783e-05,0.0001165719,0.0032640119,30.8777,61.6571,6.1357,11,0.00074606,4,0.0,0.0001632
4500,4,21.0,42,1600,54.8208,0.0019098193,0.0003726477,5,0.0,0.0,0.0026318241,50.4643,69.6637,3.2743,19,0.00088504,6,0.0,0.0
8967,4,32.0,28,1260,119.2728,0.0025365227,0.0004013485,6,4.01348531064e-05,0.0009552095,0.0039492695,32.3585,49.4472,4.8923,28,0.00078664,10,0.0,0.0
6596,3,23.0,16,100,91.9332,0.0018530454,0.0003913264,5,0.0001611344,0.0002762304,0.0035219373,37.5344,68.0261,4.4281,25,0.0008402,9,0.0,0.0
8007,5,21.0,10,700,105.8532,0.0010754104,0.0001975244,3,0.000104249,0.0001316829,0.0039669476,48.9861,51.3693,4.4094,37,0.00072974,10,0.000104249,0.00021398
3639,4,22.0,10,500,73.2666,0.0013602686,0.0001157675,3,2.89418846955e-05,0.0002315351,0.002517944,70.0,81.2874,4.908,17,0.00072355,3,0.0,0.0
6608,4,22.0,6,500,126.3222,0.001503006,0.000501002,3,0.0002004008,0.0003256513,0.0034819639,30.2319,62.6187,6.295,17,0.00077655,5,0.0,0.0
7934,2,20.0,20,30,67.2546,0.0013659767,0.000166369,6,1.75125214528e-05,6.12938250849e-05,0.0033974292,73.6641,71.9588,3.4356,25,0.00065672,8,9.63188679906e-05,0.00016637
789,4,16.0,12,450,119.1558,0.0046023564,0.0003287397,5,0.0,9.20471281296e-05,0.0034057437,36.2481,61.1892,5.332,18,0.00085472,4,0.0,0.00034189
8468,6,18.0,42,1200,137.1456,0.0026510455,0.0006200026,2,0.0007162099,0.0004062086,0.0049386411,26.3427,42.0346,4.5693,29,0.00081242,6,0.0001817249,0.00014966
3306,5,22.0,24,1000,191.538,0.0064294197,0.0009418895,8,2.04758589623e-05,6.14275768869e-05,0.0041463614,30.0693,46.1037,7.1531,39,0.0015766,7,0.0,5.119e-05
3092,2,31.0,12,450,47.6664,0.0016953736,0.0002288234,6,3.12031952072e-05,0.0001976202,0.0019033949,53.033,112.3497,3.9727,18,0.00053045,9,0.0,0.0
240,6,20.0,16,900,127.6602,0.0027376583,0.000577128,5,0.0005179354,0.000384752,0.0033443826,22.6667,64.6372,6.4779,21,0.0026637,6,0.0,0.0
7341,5,22.0,10,600,236.265,0.0188099559,0.0005703915,3,2.5926886181e-05,0.0003759398,0.0054446461,38.969,40.1905,4.5214,34,0.0017241,7,0.0,0.0
5263,5,27.0,6,700,196.0464,0.0161526153,0.0003724343,7,4.13815934672e-05,0.0004551975,0.0040553962,40.6689,47.483,5.1701,25,0.001007,6,0.0,0.0
1676,3,24.0,4,150,60.7368,0.001979651,0.0002417016,5,2.30191980111e-05,0.0003683072,0.0028083422,72.6914,95.0328,3.2582,15,0.00069058,5,0.0,0.0
7974,2,20.0,10,100,61.0146,1.35523391337e-05,2.71046782675e-05,0,2.71046782675e-05,0.0002168374,0.0032525614,63.6318,79.1167,3.5583,24,0.00081314,4,0.0,9.4866e-05
333,2,16.0,28,300,76.8504,0.0007144174,0.0003572087,1,0.0,0.0001037058,0.0019473636,42.5714,82.5089,7.2249,18,0.00038025,3,0.0,0.0
8976,4,22.0,10,200,90.4866,0.0019187806,0.0002342174,6,2.70250792736e-05,0.0001981839,0.0031619343,30.9257,65.6068,4.7664,24,0.0011891,7,0.0,0.0
4064,5,25.0,20,700,95.5704,0.0018947468,0.0003315807,5,0.0004618445,0.0001657903,0.0032210696,35.3358,63.3088,5.1618,19,0.00073421,5,0.0003315807,0.00050921
8407,4,22.0,10,270,99.0072,0.0015601032,0.0001133036,8,9.58722632827e-05,0.0002789011,0.0030417654,56.954,76.2178,5.7736,23,0.0012463,9,0.0001307349,0.00022661
8869,4,21.0,4,200,139.9836,0.003533635,0.000504805,5,0.0,0.0003084919,0.0040851812,17.8807,46.4897,5.6407,20,0.00067307,6,6.54376846278e-05,0.0007946
5229,4,35.0,10,500,89.742,0.0019392549,0.0003823883,7,0.0002048509,0.0004097017,0.0019392549,33.5035,91.7746,8.0634,23,0.0014749,6,0.0,0.0
892,6,21.0,28,1100,118.8882,0.0036323471,0.0005879896,4,0.0001978283,0.0001923331,0.0040719655,41.0486,53.5655,4.6491,48,0.00038467,7,0.0,0.0
3050,5,17.0,8,400,106.4778,0.0034350986,0.0006055797,7,0.0001148513,0.0005220515,0.0036334781,40.3228,72.5632,4.819,27,0.0013469,9,0.0006055797,0.00032367
5833,1,19.0,14,100,50.5584,0.0027096406,0.0003993155,4,2.85225328009e-05,2.85225328009e-05,0.0022247576,79.1688,91.1795,3.0769,10,0.00059897,2,0.0,0.0
6664,6,20.0,28,2000,135.492,0.0048492883,0.0002442088,6,1.74434831147e-05,0.0003139827,0.0034014792,25.7113,56.5744,6.0,8,0.0009245,5,0.0,0.0
6792,5,20.0,20,1260,198.7848,0.0082613227,0.0006296409,5,5.427938686e-05,0.0009227496,0.0041795128,32.8333,47.5429,6.8312,41,0.0018238,6,0.0,0.0
6964,6,17.0,24,2500,263.3832,0.015503724,0.0008036064,6,0.0004018032,0.0003920031,0.0066542532,18.1534,31.1105,4.9175,33,0.0014602,8,0.0001666013,0.0003332
2143,6,16.0,28,730,389.8314,0.0384161124,0.0006682414,10,0.0,0.0,0.0054391745,24.4585,32.5371,6.4714,29,0.0020669,6,0.0,0.0
2421,4,19.0,16,600,73.3116,0.0007623113,0.0001143467,3,0.0,0.0007241958,0.0016008538,65.4634,67.4286,8.381,10,0.00076231,3,0.0,0.0
8538,4,16.0,40,730,138.4824,0.0064150341,5.32367972743e-05,2,0.0,0.0001064736,0.0034337734,46.5,54.1085,5.7132,18,0.00066546,3,0.0,0.0
2548,6,24.0,16,450,208.695,0.0117617301,0.0007746301,7,0.0003952194,0.0006323511,0.0028297711,20.6966,37.3408,9.7318,18,0.001407,6,0.0,0.00026875
